Id,Label,authid,TopRank,University,Country,pub_2023,pub_cit_2023,tot_citations,curYear_citations,prevYear_citations,tourism,tourism_marketing,tourism_management,tourism_economics,destination_marketing,Hotel_and_Tourism_management,tourist_behavior,tourism_impacts,sustainable_tourism
1491,Wame L. Hambira,1491,1,"Associate Professor, Botswana University of Agriculture and Natural Resources",,6,33,607,81,126,1,0,0,0,0,0,0,0,1
1492,Hasrina Mustafa,1492,1,Universiti Sains Malaysia,,4,6,606,97,108,1,1,0,0,0,0,0,0,0
1493,Jiří Vágner,1493,1,"Univerzita Karlova v Praze, Přírodovědecká fakulta, katedra sociální geografie a …",,1,2,605,34,37,1,0,0,0,0,0,0,0,0
1494,Ellyn Normelani,1494,1,Universitas Lambung Mangkurat,,3,2,605,120,169,1,0,0,0,0,0,0,0,0
1495,Bagri SC,1495,1,Professor of Tourism and Hospitality Management,,0,0,603,67,94,1,0,1,0,0,0,0,0,1
1496,"Mohammad Sharifi-Tehrani, PhD (Assistant Professor)",1496,1,"Faculty of Research Excellence in Art and Entrepreneurship, Art University of Isfahan",,3,12,602,129,137,0,0,0,0,0,0,1,0,0
1497,Lucilia Cardoso,1497,1,Citur Researcher,,2,2,602,150,183,1,0,0,0,0,0,0,0,0
1498,clifford lewis,1498,1,Charles Sturt University,,10,16,601,136,125,1,0,0,0,0,0,0,0,0
1499,Eliecer Vargas,1499,1,"Professor and Researcher, CATIE",,0,0,601,17,53,1,0,0,0,0,0,0,0,1
1500,Pham Hong Long,1500,1,"VNU University of Social Sciences and Humanities, Vietnam National University Hanoi",,1,0,600,76,98,1,1,0,0,0,0,0,0,1
1501,Giuseppe Marzano,1501,1,"Dean, Universidad de Las Americas",,0,0,599,37,41,1,0,0,0,0,0,0,0,0
1502,Mireia Guix,1502,1,"Lecturer, University of Queensland",,4,2,599,130,152,1,0,0,0,0,0,0,0,0
1503,Yeyen Sinarta,1503,1,Marketing Professional,,1,2,598,132,190,1,0,0,0,0,0,0,0,0
1504,Mona Afshardoost,1504,1,"Researcher, Griffith University",,2,11,598,160,158,1,0,0,0,0,0,0,0,0
1505,Ivana Pavlic,1505,1,University of Dubrovnik,,0,0,597,51,82,1,0,0,0,0,0,0,0,0
1506,Putrawan habibi,1506,1,Sekolah Tinggi Pariwisata Mataram,,2,0,596,62,82,1,0,0,0,0,0,0,0,1
1507,Vany Octaviany,1507,1,Telkom University,,5,0,596,110,118,1,1,0,0,0,0,0,0,0
1508,Gül Erkol Bayram,1508,1,sinop üniversitesi,,15,2,595,111,120,1,0,0,0,0,0,0,0,0
1509,Dr. Monica Chaudhary,1509,1,"SP Jain School of Global Management, Sydney",,3,0,595,99,164,1,0,0,0,0,0,0,0,0
1510,Yen E. Lam González,1510,1,University of Las Palmas de Gran Canaria. TiDES Institute,,12,7,595,140,146,1,0,0,1,0,0,0,0,0
1511,Krzysztof Celuch,1511,1,Nicolaus Copernicus University in Torun / Vistula School of Hospitality,,0,0,594,125,134,0,0,0,0,1,0,0,0,0
1512,Agus Soehadi,1512,1,Universitas Prasetiya Mulya,,2,0,594,84,114,1,0,0,0,0,0,0,0,0
1513,Luis Manuel Ruiz Gómez,1513,1,UNED,,3,2,593,113,165,1,0,0,0,0,0,0,0,0
1514,"Salman Majeed, PhD, Postdoc",1514,1,SILC | FSU USA | SHU China | UTS Australia,,5,44,592,214,176,1,0,0,0,0,0,0,0,0
1515,Miha Lesjak,1515,1,University of Primorska,,4,2,591,103,141,1,0,0,0,0,0,0,0,0
1516,Dr Nick Davies,1516,1,Lecturer in Tourism and Events Management,,5,2,591,88,114,1,0,0,0,0,0,0,0,0
1517,Halil Demirer,1517,1,https://orcid.org/ 0000-0001-5579-3720,,2,9,590,37,49,1,0,1,0,0,0,0,0,0
1518,Hakan Atay,1518,1,Aydın Adnan Menderes Üniversitesi,,1,0,590,45,78,1,0,0,0,0,0,0,0,0
1519,Daniel M. Spotts,1519,1,University of Hawaii at Manoa,,0,0,590,6,12,1,0,0,0,0,0,0,0,0
1520,Alexander Preko,1520,1,BSc. MSc. PhD,,11,34,589,172,174,1,0,0,0,0,0,0,0,0
1521,Dr. Jialing (Catherine) Lin,1521,1,Swinburne University of Technology,,2,1,589,186,163,1,0,1,0,0,0,0,0,0
1522,Dr Masood Khodadadi,1522,1,Lecturer in Tourism and Events Management,,3,0,586,106,159,1,1,0,0,0,0,0,0,0
1523,Bobur Sobirov,1523,1,"PhD on Economics, Samarkand branch of Tashkent State University of Economics",,17,58,586,142,139,1,0,0,0,0,0,0,0,0
1524,Bartłomiej Walas,1524,1,University College of Tourism and Ecology in Sucha Beskidzka Poland,,3,25,586,71,80,1,0,0,0,0,0,0,0,0
1525,Anna Mignosa,1525,1,Assistant professor - Università degli Studi di Catania and Visiting Lecturer Erasmus …,,1,0,586,46,80,1,0,0,0,0,0,0,0,0
1526,Nor Ermawati Hussain,1526,1,Universiti Malaysia Terengganu,,0,0,586,78,126,1,0,0,0,0,0,0,0,0
1527,Ramon Ballester,1527,1,"Department of Economics, University of Girona",,0,0,585,44,61,1,0,0,1,0,0,0,0,0
1528,Larisa Martseniuk,1528,1,Dnipropetrovsk National University of Railway Transport named after Academician V …,,7,0,585,33,97,1,0,0,0,0,0,0,0,0
1529,"Dr. Adi Santoso., SE, MM, CMA.",1529,1,Universitas Muhammadiyah Ponorogo,,30,3,585,138,142,1,0,0,0,0,0,0,0,0
1530,Pedro Chamusca,1530,1,Communication and Society Research Centre (CECS) of the University of Minho,,7,12,585,100,88,1,0,0,0,0,0,0,0,0
1531,Reza Tajaddini,1531,1,"Associate Professor, Swinburne University of Technology, Australia",,5,18,584,121,104,1,0,0,1,0,0,0,0,0
1532,Bob Lee,1532,1,Bowling Green State University,,4,0,584,53,66,1,0,0,0,0,0,0,0,0
1533,Md. Shahed Mahmud,1533,1,Mawlana Bhashani Science and Technology University,,0,0,583,166,224,1,0,0,0,0,0,0,0,0
1534,Birendra KC,1534,1,"Associate Professor, University of North Texas",,3,1,582,150,165,1,0,0,0,0,0,0,0,1
1535,David Massimo,1535,1,Free University of Bozen-Bolzano,,7,4,582,108,122,1,0,0,0,0,0,0,0,0
1536,Bartola Mavric,1536,1,"PhD Candidate, Istanbul University",,0,0,582,120,211,1,0,0,0,0,0,0,0,0
1537,Hana (Arghavan) Hadinejad,1537,1,Senior Lecturer in Tourism and Hospitality Marketing,,5,25,582,186,154,1,1,0,0,0,0,0,0,0
1538,Nikolaos Trihas,1538,1,"Hellenic Mediterranean University, Department of Business Administration & Tourism",,11,21,581,108,96,1,0,0,0,0,0,0,0,0
1539,Gael Chareyron,1539,1,"De Vinci Research Center, Pôle Universitaire Léonard de Vinci",,0,0,580,24,55,1,0,0,0,0,0,0,0,0
1540,Azila Azmi,1540,1,"Universiti Teknologi MARA, Malaysia",,2,0,580,89,130,1,0,1,0,0,0,1,0,0
1541,Simone Grabowski,1541,1,"Lecturer, University of Technology Sydney",,1,0,579,90,91,1,0,0,0,0,0,0,0,0
1542,Christopher S. Dutt,1542,1,"Assistant Professor, Al Rayyan International University",,7,19,579,192,160,1,0,0,0,0,0,0,0,0
1543,Ivan Kozic,1543,1,Institute for Tourism,,0,0,579,68,122,1,0,0,1,0,0,0,0,0
1544,Khong Chiu Lim,1544,1,Associate Professor Universiti Utara Malaysia,,0,0,578,36,113,1,0,0,0,0,0,0,0,0
1545,Sara Alexander,1545,1,"Professor of Anthropology, Baylor University",,0,0,577,37,43,1,0,0,0,0,0,0,0,0
1546,Cuong Nguyen,1546,1,Industrial University of Ho Chi Minh City,,4,1,577,169,184,1,0,0,0,0,0,0,0,0
1547,Chris Roberts,1547,1,"Professor of Strategic Management, DePaul University",,1,1,576,71,83,1,0,0,0,0,0,0,0,0
1548,Nuno F. Ribeiro,1548,1,RMIT University - Vietnam,,0,0,575,48,48,1,0,0,0,0,0,1,0,0
1549,Anniken Førde,1549,1,"associate professor, Planning and culture, UiT the Arctic University of Norway",,2,0,575,64,61,1,0,0,0,0,0,0,0,0
1550,Tasnim Islam,1550,1,Assistant Professor in Marketing,,0,0,575,87,95,1,0,0,0,0,0,0,0,0
1551,"Alexander Zuñiga-Collazos, PhD",1551,1,"Research Professor at Universidad del Valle, Cali, Colombia",,5,1,574,84,110,1,1,0,0,0,0,0,0,0
1552,Cecilia Chirieleison,1552,1,"Associate Professor of Business Administration, University of Perugia",,1,0,574,47,40,1,0,1,0,0,0,0,0,0
1553,"Xiang Ying Mei, PhD.",1553,1,Inland Norway University of Applied Sciences,,4,0,574,92,117,1,0,0,0,0,0,0,0,0
1554,Dr Athina Nella,1554,1,Hellenic Open University,,1,0,574,53,75,1,1,0,0,0,0,0,0,0
1555,BTT Tours and Travel,1555,1,"Tourism, Travel, Wildlife Safari, A tour is a great way to see more of your holiday destination.",,0,0,574,3,10,1,0,0,0,0,0,0,0,0
1556,Ceyhun Can ÖZCAN,1556,1,"Assoc. Prof., Necmettin Erbakan Universtiy, Faculty of Tourism, Department of Tourism …",,1,1,573,53,95,1,0,0,1,0,0,0,0,0
1557,Juan Antonio Marmolejo-Martín,1557,1,"Professor Statistics and Operational Research, Universidad de Granada",,5,0,573,54,64,1,0,0,0,0,0,0,0,0
1558,Titi Susilowati,1558,1,Universitas Kristen Satya Wacana,,0,0,573,109,141,1,0,0,0,0,0,0,0,0
1559,Nono Wibisono,1559,1,Politeknik Negeri Bandung,,5,5,573,198,184,1,0,0,0,0,0,0,0,0
1560,Dr Emma Martin,1560,1,Sheffield Hallam University,,1,0,572,144,154,1,0,0,0,0,0,0,0,0
1561,"Vicki Peel, Victoria peel",1561,1,Monash University,,0,0,571,25,45,1,0,0,0,0,0,0,0,0
1562,Rr. MI Retno Susilorini,1562,1,Universitas Pancasakti Tegal,,2,2,570,59,76,1,0,0,0,0,0,0,0,0
1563,Erisher Woyo,1563,1,Manchester Metropolitan University,,7,19,569,160,213,1,0,0,0,0,0,0,0,0
1564,Assoc. Prof. Dr. Waranpong BOONSIRITOMACHAI,1564,1,"Kasetsart University, Kasetsart Business School, Thailand",,3,13,569,96,138,1,0,0,0,0,0,0,0,0
1565,Imane Ezzaouia,1565,1,Ph.D.,,1,1,569,110,167,1,0,0,0,0,0,0,0,0
1566,Verka Jovanovic,1566,1,professor Singidunum University,,0,0,568,42,79,1,0,0,0,0,0,0,0,0
1567,Gokhan Ayazlar,1567,1,Muğla Sıtkı Koçman Üniversitesi,,2,0,568,61,69,1,0,0,0,0,0,0,0,0
1568,Jin Hooi Chan,1568,1,"Full Professor, Greenwich Business School, University of Greenwich; EPRG, University of …",,2,0,566,161,173,1,0,0,0,0,0,0,0,0
1569,Matthias Firgo,1569,1,Munich University of Applied Sciences,,1,0,566,42,98,1,0,0,1,0,0,0,0,0
1570,Lusine Margaryan,1570,1,Mid Sweden University,,5,1,566,133,116,1,0,0,0,0,0,0,0,0
1571,Fernando Perna,1571,1,Universidade do Algarve,,1,2,566,35,55,1,0,0,1,0,0,0,0,0
1572,Wiwik D Pratiwi,1572,1,Institut Teknologi Bandung,,2,0,565,62,76,1,0,0,0,0,0,0,0,0
1573,Vesna Babić-Hodović,1573,1,"University of Sarajevo, School of Economics and Business",,3,2,564,56,73,1,0,0,0,0,0,0,0,0
1574,Taha Chaiechi,1574,1,James cook university,,2,0,563,88,116,1,0,0,1,0,0,0,0,0
1575,Dagmar Škodová Parmová,1575,1,University of South Bohemia,,0,0,563,17,31,1,0,0,0,0,0,0,0,0
1576,Nick Hubbard,1576,1,muscat university,,0,0,563,30,51,1,0,0,0,0,0,0,0,0
1577,Umar Iqbal Siddiqi (PhD),1577,1,"Department of Management Sciences, University of Okara (Pakistan)",,3,5,563,179,179,1,0,0,0,0,0,0,0,0
1578,IsaBel Llodrà-Riera,1578,1,"Collaborator teacher, Open Universtity of Catalonia",,0,0,562,39,74,1,0,0,0,0,0,0,0,0
1579,Andreea Marin-Pantelescu,1579,1,Bucharest University of Economic Studies,,0,0,562,108,126,1,0,0,0,0,0,0,0,0
1580,Mansour Ghanian,1580,1,Professor of Human Geography at Agricultural Sciences and Natural Resources University …,,5,0,562,86,115,1,0,0,0,0,0,0,0,1
1581,Yusnita Yusof,1581,1,"Universiti Sultan Zainal Abidin, Malaysia",,0,0,562,123,249,1,0,1,0,0,0,1,0,0
1582,Judit Zoltan,1582,1,"University of Bologna, Campus Rimini",,1,4,560,96,108,0,0,0,0,0,0,1,0,0
1583,Ausrine Armaitienė,1583,1,"Professor,Tourism and Recreation Department, Klaipeda University",,0,0,559,23,28,1,0,0,0,0,0,0,0,0
1584,Chai Ching Tan,1584,1,Rajamangala University of Technology Rattanakosin,,9,4,559,66,96,1,0,0,0,0,0,0,0,0
1585,Anna Kyriakaki,1585,1,University of the Aegean,,1,0,558,36,70,1,0,0,0,0,0,0,0,0
1586,Dr. Nilanjan Ray,1586,1,Netaji Mahavidyalaya ;Email: drnilanjanray@gmail.com,,2,0,557,45,70,1,1,0,0,0,0,0,0,0
1587,Elena Rudan,1587,1,"University of Rijeka, Faculty of Tourism and Hospitality Management Opatija, Associate …",,2,8,557,106,112,1,0,0,0,0,0,0,0,0
1588,Aytuğ Arslan,1588,1,"İzmir Katip Çelebi University, Faculty of Tourism, Tourist Guiding Department, Assoc. Prof.",,3,0,557,97,133,1,0,1,0,0,0,0,0,0
1589,Chiedza Ngonidzashe Mutanga,1589,1,"Okavango Research Institute, University of Botswana",,6,2,556,109,121,1,0,0,0,0,0,0,0,1
1590,Ram Gopal,1590,1,"Professor of Hotel Management, Food Production, Chitkara University",,0,0,556,213,242,1,0,0,0,0,0,0,0,0
1591,Joanna Poczta,1591,1,"Poznan University of Physical Education, Faculty of Sport Sciences, Chair of Sport …",,1,0,555,94,123,1,0,0,0,0,0,0,0,1
1592,Benjamin Karatzoglou,1592,1,Venos Karatoglou,,0,0,555,27,63,1,0,0,0,0,0,0,0,0
1593,Kamil YAĞCI,1593,1,Pamukkale University,,0,0,555,25,33,1,0,0,0,0,0,0,0,0
1594,Gabriela Carmen Pascariu,1594,1,"Profesor, Universitatea ""Alexandru Ioan Cuza"" din Iasi, Romania",,12,14,555,140,93,1,0,0,0,0,0,0,0,0
1595,Carmen Nastase,1595,1,University Stefan cel Mare of Suceava,,2,0,554,36,57,1,0,0,0,0,0,0,0,0
1596,Aurathai Lertwannawit,1596,1,"Associate Professor in Business Administration, Marketing Department, Thammasat …",,0,0,553,38,71,1,1,0,0,0,0,0,0,0
1597,Roido Mitoula,1597,1,"Professor (Full), Harokopio University",,2,3,553,57,60,1,0,0,0,0,0,0,0,0
1598,Serkan Türkmen,1598,1,"Doç. Dr., ÇOMÜ Turizm Fakültesi",,1,0,553,43,74,1,1,0,0,0,0,0,0,0
1599,Alan Marvell,1599,1,"Senior Lecturer in Events Management, University of Gloucestershire",,1,0,552,59,112,1,0,0,0,0,0,0,0,0
1600,Charbel Bassil,1600,1,Qatar University,,3,0,552,105,124,1,0,0,1,0,0,0,0,0
1601,Ozan Güler,1601,1,MERSİN ÜNİVERSİTESİ,,2,2,552,66,93,1,0,0,0,0,0,0,0,0
1602,Louisa Klemmer (nee Meyer),1602,1,"Professor of Tourism Management, University of Applied Science, Hochschule Harz",,0,0,550,40,56,1,0,0,0,0,0,0,1,1
1603,Susana Rachão,1603,1,PhD in Tourism,,2,1,550,148,164,1,1,1,0,0,0,0,0,0
1604,Daniela Dumbraveanu,1604,1,University of Bucharest,,0,0,549,48,57,1,0,0,0,0,0,0,0,0
1605,Mustafa Doğan,1605,1,Associate Professor of Batman University,,0,0,549,49,61,1,0,0,0,0,0,0,0,0
1606,Sevgi BALIKÇIOĞLU DEDEOĞLU,1606,1,Nevsehir Hacı Bektas Veli Üniversitesi,,0,0,547,62,103,1,1,1,0,0,0,0,0,0
1607,José Magano,1607,1,ISCET - Instituto Superior de Ciências Empresariais e do Turismo,,8,16,547,212,178,1,0,0,0,0,0,0,0,0
1608,Fatih Günay,1608,1,Isparta Uygulamalı Bilimler Üniversitesi,,4,0,546,67,126,1,0,1,0,0,0,0,0,0
1609,Acha-Anyi Paul Nkemngu,1609,1,"Professor of Tourism, Walter Sisulu University",,3,3,546,128,139,1,0,0,0,0,0,0,0,0
1610,Dr. Ivan Paunovic,1610,1,"Bonn-Rhein-Sieg University of Applied Sciences, CENTIM",,4,1,545,143,135,1,0,0,0,0,0,0,0,1
1611,Marcello Atzeni,1611,1,Research Fellow at University of Sassari,,1,21,545,158,164,1,1,0,0,0,0,0,0,0
1612,PERE MERCADE MELE,1612,1,Universidad de Málaga,,7,22,545,160,124,1,0,0,0,0,0,0,0,0
1613,STELLA ALVIANNA,1613,1,University of Merdeka Malang,,4,4,543,138,257,1,0,0,0,0,0,0,0,0
1614,Zhicheng Yu,1614,1,Sichuan University,,1,0,543,138,194,1,0,0,0,0,0,0,0,0
1615,Dr. Theodoros A. Stavrinoudis,1615,1,"Professor, University of the Aegean - Department of Tourism Economics and Management",,2,2,542,71,100,1,0,1,0,0,0,0,0,0
1616,Claudia Sevilla-Sevilla,1616,1,UNED,,1,0,542,70,113,1,0,0,0,0,0,0,0,0
1617,Ahmed E Abu Elnasr,1617,1,Future Academy,,2,3,542,189,209,1,0,1,0,0,0,0,0,0
1618,Cody Yu-Ling Hsiao,1618,1,Macao Polytechnic University,,3,5,540,125,114,1,0,0,1,0,0,0,0,0
1619,Joy Sather-Wagstaff,1619,1,CHAMP,,0,0,539,47,52,1,0,0,0,0,0,0,0,0
1620,Libo Yan,1620,1,Macao Polytechnic University,,5,4,539,105,92,1,0,0,0,1,0,0,0,0
1621,Carlos Mario Amaya Molinar,1621,1,"Facultad de Turismo, Universidad de Colima",,1,0,538,41,57,1,0,0,0,0,0,0,0,0
1622,Siti Norlizaiha Harun (PhD),1622,1,Assoc. Prof. Universiti Teknologi MARA (UiTM),,3,0,537,41,70,1,0,0,0,0,0,0,0,0
1623,Setayesh Sattari,1623,1,"Associate Professor of Marketing, California Lutheran University, CA, USA",,0,0,537,117,117,1,0,0,0,0,0,0,0,0
1624,Vo Thi Ngoc Thuy,1624,1,,,0,0,537,135,134,1,0,1,0,0,0,0,0,0
1625,Barbara Słodkowska,1625,1,"palynology, geology, Polish Geological Institute - National Research Institute",,0,0,536,42,92,1,0,0,0,0,0,0,0,0
1626,Dr. Oscar Kambona Ouma,1626,1,"Senior Lecturer of Ecotourism and Sustainable Tourism, Department of ECOHIM, Maseno …",,0,0,536,34,67,1,0,0,0,0,0,0,0,1
1627,Madhumita Das,1627,1,Assistant Professor,,1,4,534,83,90,1,0,0,0,0,0,0,0,1
1628,Natalia Porto,1628,1,"Facultad de Ciencias Economicas, Universidad Nacional de La Plata",,0,0,533,84,93,1,0,0,1,0,0,0,0,0
1629,Asst. Prof.Dr. Chayanan Kerdpitak Ph.D ผศ.ดร.ชญานันท์ เกิดพิทักษ์,1629,1,"Professor of Marketing Research, Suan Sunandha Rajabhat University",,21,1,532,119,172,1,0,0,0,0,0,0,0,0
1630,yusuf acar,1630,1,AKSARAY ÜNİVERSİTESİ,,0,0,532,44,115,1,1,0,0,0,0,0,0,0
1631,Julie Jie Wen,1631,1,"Lecturer of Tourism Studies, Western Sydney University",,2,0,531,60,38,1,0,0,0,0,0,0,0,0
1632,Yu-Wen Su,1632,1,Senior Researcher of Industrial Technology Research Institute,,1,4,530,71,65,1,0,0,1,0,0,0,0,0
1633,Judith Grant Long,1633,1,"University of Michigan, Harvard University, Rutgers",,0,0,530,54,54,1,0,0,0,0,0,0,0,0
1634,Dr. Milad Kalantari Shahijan,1634,1,"Islamic Azad University, Shahrekord Branch",,0,0,529,84,78,1,1,0,0,0,0,0,0,0
1635,Georgia Yfantidou,1635,1,"Assistant Professor, Democritus University of Thrace",,1,11,529,121,136,1,0,0,0,0,0,0,0,0
1636,Carla Rodriguez-Sanchez,1636,1,University of Alicante,,9,10,529,157,132,1,0,0,0,0,0,0,0,1
1637,Edem k Amenumey,1637,1,University of Cape Coast,,0,0,528,92,108,1,0,0,0,0,0,0,0,0
1638,Susana Cró,1638,1,IGOT - Universidade de Lisboa,,3,7,528,115,144,1,0,0,0,0,0,0,0,0
1639,FELIX G. BELLO,1639,1,"Senior Lecturer, University of Pretoria, Pretoria, South Africa.",,3,1,527,108,109,1,0,0,0,0,0,0,0,1
1640,Solon Magrizos,1640,1,University of Birmingham,,9,23,525,218,149,1,0,0,0,0,0,0,0,1
1641,Pannee Suanpang,1641,1,Suan Dusit University,,6,2,525,80,73,1,0,0,0,0,0,0,0,0
1642,Thomas S. Bremer,1642,1,"Associate Professor of Religious Studies, Rhodes College",,0,0,525,20,32,1,0,0,0,0,0,0,0,0
1643,Oliver Fritz,1643,1,Austrian Institute of Economic Research,,0,0,524,10,29,1,0,0,1,0,0,0,0,0
1644,Emilie Crossley,1644,1,Hokkaido University,,0,0,523,63,112,1,0,0,0,0,0,0,0,0
1645,Sung-Eun Kim,1645,1,"Assistant Professor, Kyungpook National University",,2,2,523,112,118,0,0,0,0,1,0,0,0,0
1646,Glenn Hooper,1646,1,University of Guelph,,0,0,522,22,39,1,0,0,0,0,0,0,0,0
1647,Dr. Monirul Islam,1647,1,"Assistant Professor of Marketing, Xavier Business School (XBS), St Xavier's University …",,1,0,522,50,75,1,1,0,0,0,0,0,0,0
1648,Deodat Mwesiumo,1648,1,"Professor, Molde University College",,5,4,522,171,174,1,0,0,0,0,0,0,0,0
1649,Wilma Nchito,1649,1,"Associate Professor, Urban Geography",,2,0,522,48,44,1,0,0,0,0,0,0,0,0
1650,Kuan-Huei Lee,1650,1,Singapore Institute of Technology,,1,0,521,61,87,1,0,1,0,0,0,0,0,0
1651,Paul Strickland,1651,1,La Trobe University,,2,0,521,69,110,1,0,0,0,0,0,0,0,0
1652,Tadeja Jere Jakulin,1652,1,Professor,,2,0,521,61,82,1,0,0,0,0,0,0,0,0
1653,Alejandro Perez-Laborda,1653,1,Universitat Rovira i Virgili,,4,8,521,210,184,1,0,0,1,0,0,0,0,0
1654,María José,1654,1,"Professor of Applied Economics, University of Seville (Spain)",,0,0,521,24,37,1,0,0,0,0,0,0,0,0
1655,Aydın ÜNAL,1655,1,Sinop Üniversitesi,,10,0,521,57,91,1,1,1,0,1,0,0,0,0
1656,Mattia Rainoldi,1656,1,"IMC Krems University of Applied Sciences, Bournemouth University",,1,3,520,179,157,1,0,0,0,0,0,0,0,0
1657,Saeid Abbasian,1657,1,"Associate professor in Human & Economic Geography, Södertörn University",,3,5,520,68,69,1,0,0,0,0,0,0,0,0
1658,Dr. Irini Dimou,1658,1,"Associate Professor, Dept of Business Administration & Tourism, Hellenic Mediterranean …",,6,9,519,66,73,1,0,1,0,0,0,0,0,0
1659,Huimei Liu,1659,1,Zhejiang University,,6,4,519,96,88,1,0,0,0,0,0,0,0,0
1660,Isabella Maggioni,1660,1,"Associate Professor of Marketing, ESCP Business School, Turin Campus",,1,8,518,129,119,1,1,0,0,0,0,0,0,0
1661,Samil Erdogan,1661,1,"Assistant Professor, İstanbul Bilgi University",,0,0,518,43,51,1,0,1,0,0,1,0,0,0
1662,Nadia T. Rubio-Cisneros,1662,1,"Mar Sustentable Ciencia y Conservación, AC",,1,0,518,55,102,1,0,0,0,0,0,0,0,0
1663,Pablo Flôres Limberger,1663,1,UNIVALI,,4,0,517,91,85,1,0,0,0,0,0,0,0,0
1664,Martine Bakker,1664,1,Wageningen University,,1,13,517,54,65,1,0,0,0,0,0,0,0,0
1665,Juan José Prieto-Gutiérrez (ORCID: 0000-0002-1730-8621),1665,1,"Complutense University. Researcher groups: Coysodi (UNIR) / Information, library and …",,5,1,516,72,93,1,0,0,0,0,0,0,0,0
1666,Omid M. Ghoochani,1666,1,"PhD of Agricultural Extension and Education and Rural Development, Agricultural Sciences …",,1,0,514,89,124,1,0,1,0,0,0,0,0,0
1667,Janika Raun,1667,1,"Research Fellow in Tourism Geography, University of Tartu",,1,2,514,104,128,1,0,0,0,0,0,0,0,0
1668,Juan Antonio García-González,1668,1,Universidad de Castilla-La Mancha,,7,20,513,79,84,1,0,0,0,0,0,0,0,0
1669,Ai-Na Seow,1669,1,"Senior Lecturer, University Tunku Abdul Rahman",,4,0,513,140,147,1,0,0,0,0,0,0,0,0
1670,Kemal Kantarci,1670,1,Alanya Alaaddin Keykubat University,,0,0,513,28,70,1,0,0,0,0,0,0,0,0
1671,Larisa - Loredana Dragolea,1671,1,"Assoc. Prof. PhD, 1 Decembrie 1918 University of Alba Iulia, Romania",,4,45,512,94,57,1,0,0,0,0,0,0,0,0
1672,Robert S. Bristow,1672,1,"Professor Emeritus of Geography, Planning and Sustainability, Westfield State University",,0,0,512,56,63,1,0,0,0,0,0,0,0,0
1673,Elena Nicoleta Untaru,1673,1,"Professor, Transilvania University of Brasov",,4,2,510,103,129,1,0,0,0,0,0,0,0,0
1674,Atsbha Gebreegziabher Asmelash (PhD),1674,1,"Mekelle University, Ethiopia",,0,0,510,118,137,1,0,1,1,0,0,0,0,1
1675,Julie Wen,1675,1,Western Sydney University,,2,0,510,60,37,1,0,0,0,0,0,0,0,0
1676,Massimo Gallo,1676,1,Banca d'Italia,,0,0,509,17,36,1,0,0,1,0,0,0,0,0
1677,Cristobal Barra,1677,1,University of Chile,,1,2,508,73,85,1,1,0,0,0,0,0,0,0
1678,Monica Maria Coroș,1678,1,"Assoc. Prof., dr, Faculty of Business (Transylvania Business School), Babeș-Bolyai …",,5,14,508,96,104,1,0,0,0,0,0,0,0,0
1679,Angela Kalisch,1679,1,Senior Lecturer in Tourism Management,,0,0,508,14,21,1,0,0,0,0,0,0,0,0
1680,BizInfo (Blace),1680,1,"Journal of Economics, Management and Informatics",,0,0,508,82,131,1,0,0,0,0,0,0,0,0
1681,Elina De Simone,1681,1,Roma Tre University,,2,7,508,130,123,1,0,0,0,0,0,0,0,0
1682,Fabian Weber,1682,1,"Hochschule Luzern, Institut für Tourismuswirtschaft",,0,0,507,47,62,1,0,0,0,0,0,0,0,1
1683,Shay Wei Choon,1683,1,Assistant Professor,,3,7,507,132,129,1,0,0,1,0,0,0,0,0
1684,Vernadette Gonzalez,1684,1,Associate Professor of American Studies,,2,0,507,71,71,1,0,0,0,0,0,0,0,0
1685,Shaharuddin Tahir,1685,1,Associate Professor of Tourism,,0,0,507,64,78,1,0,1,0,0,0,0,0,0
1686,Kang-Lin Peng (Ken Peng),1686,1,"Associate Professor, City University of Macau",,8,18,506,126,95,1,0,0,1,0,0,0,0,0
1687,Hoàng Vân,1687,1,"Ton Duc Thang university, Ho Chi Minh, Vietnam",,0,0,506,24,39,1,0,0,0,0,0,0,0,0
1688,Sera Vada,1688,1,"Research Fellow, Griffith Institute for Tourism",,5,7,506,198,148,1,0,0,0,1,0,1,0,0
1689,Simone Moretti,1689,1,"Researcher in Tourism, Breda University of Applied Sciences",,0,0,506,84,100,1,0,0,0,0,0,0,1,1
1690,Мар'яна Біль / Mariana Bil,1690,1,"старший науковий співробітник ДУ ""Інститут регіональних досліджень імені М.І …",,2,0,505,23,66,1,0,0,0,0,0,0,0,0
1691,Ramon Benedicto A. Alampay,1691,1,University of the Philippines,,2,0,505,27,44,1,0,0,0,0,0,0,0,0
1692,Salvatore Monaco,1692,1,"Research Fellow, Free University of Bozen",,6,34,505,160,186,1,0,0,0,0,0,0,0,0
1693,Panarat Srisaeng,1693,1,"Assistant Professor, Suan Dusit University",,0,0,505,102,144,1,0,1,0,0,0,0,0,0
1694,Sivanandamoorthy . Sivesan (Sivesh),1694,1,"Senior Lecturer, Department of Marketing, University of Jaffna",,2,0,504,53,74,1,0,1,0,0,0,0,0,1
1695,Maria Alexandra Patrocínio Rodrigues Gonçalves,1695,1,"Professor of Tourism, University of the Algarve",,0,0,504,76,90,1,0,0,0,0,0,0,0,0
